"id","is_oreb","team","opponent","conference","opp_conference"
"11-50",0,"UNLV","High Point","MWC","BigSouth"
"11-51",0,"High Point","UNLV","BigSouth","MWC"
"11-52",0,"UNLV","High Point","MWC","BigSouth"
"11-53",0,"UNLV","High Point","MWC","BigSouth"
"11-55",0,"High Point","UNLV","BigSouth","MWC"
"11-57",0,"High Point","UNLV","BigSouth","MWC"
"11-58",0,"High Point","UNLV","BigSouth","MWC"
"11-59",1,"High Point","UNLV","BigSouth","MWC"
"11-66",1,"UNLV","High Point","MWC","BigSouth"
"11-67",1,"UNLV","High Point","MWC","BigSouth"
"11-68",0,"High Point","UNLV","BigSouth","MWC"
"12-1",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-3",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-4",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-5",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-6",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-8",1,"Gonzaga","Kentucky","WestCoast","SEC"
"12-9",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-10",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-11",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-12",1,"Gonzaga","Kentucky","WestCoast","SEC"
"12-13",0,"Gonzaga","Kentucky","WestCoast","SEC"
"12-14",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-16",0,"Gonzaga","Kentucky","WestCoast","SEC"
"12-17",1,"Kentucky","Gonzaga","SEC","WestCoast"
"12-18",1,"Kentucky","Gonzaga","SEC","WestCoast"
"12-20",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-21",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-22",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-23",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-25",0,"Gonzaga","Kentucky","WestCoast","SEC"
"12-28",1,"Gonzaga","Kentucky","WestCoast","SEC"
"12-29",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-31",1,"Kentucky","Gonzaga","SEC","WestCoast"
"12-32",0,"Gonzaga","Kentucky","WestCoast","SEC"
"12-33",1,"Kentucky","Gonzaga","SEC","WestCoast"
"12-34",0,"Gonzaga","Kentucky","WestCoast","SEC"
"12-35",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-36",0,"Gonzaga","Kentucky","WestCoast","SEC"
"12-37",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-38",1,"Kentucky","Gonzaga","SEC","WestCoast"
"12-39",0,"Gonzaga","Kentucky","WestCoast","SEC"
"12-40",0,"Kentucky","Gonzaga","SEC","WestCoast"
"12-43",0,"Gonzaga","Kentucky","WestCoast","SEC"
"12-44",1,"Kentucky","Gonzaga","SEC","WestCoast"
"12-47",1,"Kentucky","Gonzaga","SEC","WestCoast"
"12-49",0,"Gonzaga","Kentucky","WestCoast","SEC"
"12-52",1,"Gonzaga","Kentucky","WestCoast","SEC"
"12-54",1,"Kentucky","Gonzaga","SEC","WestCoast"
"12-56",0,"Gonzaga","Kentucky","WestCoast","SEC"
"12-57",1,"Kentucky","Gonzaga","SEC","WestCoast"
"12-59",1,"Gonzaga","Kentucky","WestCoast","SEC"
"13-1",1,"Illinois","Virginia","BigTen","ACC"
"13-2",0,"Illinois","Virginia","BigTen","ACC"
"13-3",0,"Illinois","Virginia","BigTen","ACC"
"13-4",0,"Illinois","Virginia","BigTen","ACC"
"13-5",0,"Virginia","Illinois","ACC","BigTen"
"13-6",0,"Illinois","Virginia","BigTen","ACC"
"13-7",0,"Virginia","Illinois","ACC","BigTen"
"13-9",0,"Virginia","Illinois","ACC","BigTen"
"13-10",1,"Illinois","Virginia","BigTen","ACC"
"13-12",0,"Virginia","Illinois","ACC","BigTen"
"13-14",0,"Virginia","Illinois","ACC","BigTen"
"13-15",1,"Virginia","Illinois","ACC","BigTen"
"13-16",1,"Virginia","Illinois","ACC","BigTen"
"13-17",1,"Virginia","Illinois","ACC","BigTen"
"13-18",0,"Virginia","Illinois","ACC","BigTen"
"13-19",0,"Illinois","Virginia","BigTen","ACC"
"13-20",0,"Virginia","Illinois","ACC","BigTen"
"13-21",1,"Illinois","Virginia","BigTen","ACC"
"13-24",1,"Virginia","Illinois","ACC","BigTen"
"13-25",1,"Virginia","Illinois","ACC","BigTen"
"13-26",0,"Illinois","Virginia","BigTen","ACC"
"13-27",0,"Virginia","Illinois","ACC","BigTen"
"13-29",1,"Virginia","Illinois","ACC","BigTen"
"13-30",0,"Illinois","Virginia","BigTen","ACC"
"13-32",0,"Illinois","Virginia","BigTen","ACC"
"13-33",1,"Virginia","Illinois","ACC","BigTen"
"13-34",0,"Illinois","Virginia","BigTen","ACC"
"13-37",1,"Illinois","Virginia","BigTen","ACC"
"13-39",0,"Illinois","Virginia","BigTen","ACC"
"13-40",0,"Virginia","Illinois","ACC","BigTen"
"13-41",0,"Illinois","Virginia","BigTen","ACC"
"13-42",0,"Virginia","Illinois","ACC","BigTen"
"13-43",0,"Illinois","Virginia","BigTen","ACC"
"13-44",0,"Illinois","Virginia","BigTen","ACC"
"13-45",0,"Virginia","Illinois","ACC","BigTen"
"13-46",0,"Virginia","Illinois","ACC","BigTen"
"13-47",0,"Illinois","Virginia","BigTen","ACC"
"13-48",0,"Virginia","Illinois","ACC","BigTen"
"13-49",1,"Illinois","Virginia","BigTen","ACC"
"13-50",0,"Illinois","Virginia","BigTen","ACC"
"13-51",0,"Virginia","Illinois","ACC","BigTen"
"13-52",1,"Illinois","Virginia","BigTen","ACC"
"13-53",0,"Virginia","Illinois","ACC","BigTen"
"13-55",0,"Illinois","Virginia","BigTen","ACC"
"13-56",0,"Illinois","Virginia","BigTen","ACC"
"13-57",0,"Illinois","Virginia","BigTen","ACC"
"13-58",0,"Illinois","Virginia","BigTen","ACC"
"14-1",1,"Texas Tech","Creighton","Big 12","BigEast"
"14-2",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-3",1,"Texas Tech","Creighton","Big 12","BigEast"
"14-4",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-6",0,"Creighton","Texas Tech","BigEast","Big 12"
"14-8",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-9",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-10",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-11",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-14",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-16",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-17",0,"Creighton","Texas Tech","BigEast","Big 12"
"14-18",0,"Creighton","Texas Tech","BigEast","Big 12"
"14-20",1,"Texas Tech","Creighton","Big 12","BigEast"
"14-22",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-24",0,"Creighton","Texas Tech","BigEast","Big 12"
"14-26",0,"Creighton","Texas Tech","BigEast","Big 12"
"14-27",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-28",0,"Creighton","Texas Tech","BigEast","Big 12"
"14-29",1,"Creighton","Texas Tech","BigEast","Big 12"
"14-30",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-33",1,"Texas Tech","Creighton","Big 12","BigEast"
"14-34",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-37",1,"Texas Tech","Creighton","Big 12","BigEast"
"14-38",1,"Texas Tech","Creighton","Big 12","BigEast"
"14-41",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-42",0,"Creighton","Texas Tech","BigEast","Big 12"
"14-43",1,"Creighton","Texas Tech","BigEast","Big 12"
"14-44",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-45",0,"Creighton","Texas Tech","BigEast","Big 12"
"14-46",0,"Creighton","Texas Tech","BigEast","Big 12"
"14-47",0,"Texas Tech","Creighton","Big 12","BigEast"
"14-49",0,"Creighton","Texas Tech","BigEast","Big 12"
"14-50",0,"Texas Tech","Creighton","Big 12","BigEast"
"15-2",0,"Arkansas","Creighton","SEC","BigEast"
"15-3",0,"Creighton","Arkansas","BigEast","SEC"
"15-4",0,"Arkansas","Creighton","SEC","BigEast"
"15-5",0,"Creighton","Arkansas","BigEast","SEC"
"15-6",1,"Creighton","Arkansas","BigEast","SEC"
"15-7",0,"Creighton","Arkansas","BigEast","SEC"
"15-8",0,"Arkansas","Creighton","SEC","BigEast"
"15-9",0,"Arkansas","Creighton","SEC","BigEast"
"15-10",0,"Arkansas","Creighton","SEC","BigEast"
"15-11",0,"Creighton","Arkansas","BigEast","SEC"
"15-12",0,"Arkansas","Creighton","SEC","BigEast"
"15-16",0,"Creighton","Arkansas","BigEast","SEC"
"15-21",0,"Creighton","Arkansas","BigEast","SEC"
"15-22",0,"Arkansas","Creighton","SEC","BigEast"
"15-24",0,"Creighton","Arkansas","BigEast","SEC"
"15-25",1,"Arkansas","Creighton","SEC","BigEast"
"15-27",1,"Creighton","Arkansas","BigEast","SEC"
"15-28",1,"Arkansas","Creighton","SEC","BigEast"
"15-31",0,"Arkansas","Creighton","SEC","BigEast"
"15-33",0,"Arkansas","Creighton","SEC","BigEast"
"15-35",1,"Arkansas","Creighton","SEC","BigEast"
"15-38",0,"Arkansas","Creighton","SEC","BigEast"
"15-39",0,"Arkansas","Creighton","SEC","BigEast"
"15-41",0,"Creighton","Arkansas","BigEast","SEC"
"15-43",0,"Creighton","Arkansas","BigEast","SEC"
"15-44",0,"Arkansas","Creighton","SEC","BigEast"
"15-46",1,"Creighton","Arkansas","BigEast","SEC"
"15-47",1,"Creighton","Arkansas","BigEast","SEC"
"15-49",0,"Arkansas","Creighton","SEC","BigEast"
"16-4",1,"Auburn","Bradley","SEC","MVC"
"16-5",0,"Auburn","Bradley","SEC","MVC"
"16-7",0,"Bradley","Auburn","MVC","SEC"
"16-8",1,"Auburn","Bradley","SEC","MVC"
"16-10",1,"Bradley","Auburn","MVC","SEC"
"16-11",1,"Bradley","Auburn","MVC","SEC"
"16-12",1,"Bradley","Auburn","MVC","SEC"
"16-13",0,"Bradley","Auburn","MVC","SEC"
"16-14",0,"Auburn","Bradley","SEC","MVC"
"16-16",1,"Auburn","Bradley","SEC","MVC"
"16-17",0,"Bradley","Auburn","MVC","SEC"
"16-19",0,"Bradley","Auburn","MVC","SEC"
"16-20",0,"Auburn","Bradley","SEC","MVC"
"16-22",1,"Bradley","Auburn","MVC","SEC"
"16-24",0,"Auburn","Bradley","SEC","MVC"
"16-25",0,"Bradley","Auburn","MVC","SEC"
"16-27",1,"Auburn","Bradley","SEC","MVC"
"16-28",0,"Bradley","Auburn","MVC","SEC"
"16-30",0,"Auburn","Bradley","SEC","MVC"
"16-31",0,"Bradley","Auburn","MVC","SEC"
"16-32",1,"Auburn","Bradley","SEC","MVC"
"16-33",0,"Auburn","Bradley","SEC","MVC"
"16-36",0,"Bradley","Auburn","MVC","SEC"
"16-37",0,"Bradley","Auburn","MVC","SEC"
"16-38",0,"Bradley","Auburn","MVC","SEC"
"16-40",1,"Bradley","Auburn","MVC","SEC"
"16-41",0,"Bradley","Auburn","MVC","SEC"
"16-43",0,"Auburn","Bradley","SEC","MVC"
"16-46",0,"Bradley","Auburn","MVC","SEC"
"16-47",0,"Auburn","Bradley","SEC","MVC"
"17-1",0,"UNLV","Southern Illinois","MWC","MVC"
"17-2",0,"UNLV","Southern Illinois","MWC","MVC"
"17-3",0,"UNLV","Southern Illinois","MWC","MVC"
"17-4",0,"UNLV","Southern Illinois","MWC","MVC"
"17-5",0,"Southern Illinois","UNLV","MVC","MWC"
"17-6",0,"UNLV","Southern Illinois","MWC","MVC"
"17-8",0,"UNLV","Southern Illinois","MWC","MVC"
"17-9",1,"UNLV","Southern Illinois","MWC","MVC"
"17-10",0,"UNLV","Southern Illinois","MWC","MVC"
"17-12",0,"UNLV","Southern Illinois","MWC","MVC"
"17-13",0,"UNLV","Southern Illinois","MWC","MVC"
"17-15",0,"UNLV","Southern Illinois","MWC","MVC"
"17-16",0,"UNLV","Southern Illinois","MWC","MVC"
"17-17",0,"Southern Illinois","UNLV","MVC","MWC"
"17-18",0,"UNLV","Southern Illinois","MWC","MVC"
"17-19",0,"Southern Illinois","UNLV","MVC","MWC"
"17-20",0,"Southern Illinois","UNLV","MVC","MWC"
"17-21",0,"Southern Illinois","UNLV","MVC","MWC"
"17-22",0,"UNLV","Southern Illinois","MWC","MVC"
"17-23",0,"Southern Illinois","UNLV","MVC","MWC"
"17-24",1,"Southern Illinois","UNLV","MVC","MWC"
"17-25",0,"Southern Illinois","UNLV","MVC","MWC"
"17-26",0,"Southern Illinois","UNLV","MVC","MWC"
"17-30",1,"Southern Illinois","UNLV","MVC","MWC"
"17-31",1,"UNLV","Southern Illinois","MWC","MVC"
"17-32",0,"Southern Illinois","UNLV","MVC","MWC"
"17-33",0,"UNLV","Southern Illinois","MWC","MVC"
"17-34",0,"UNLV","Southern Illinois","MWC","MVC"
"17-35",0,"UNLV","Southern Illinois","MWC","MVC"
"17-36",0,"Southern Illinois","UNLV","MVC","MWC"
"17-37",0,"Southern Illinois","UNLV","MVC","MWC"
"17-40",0,"UNLV","Southern Illinois","MWC","MVC"
"18-1",1,"Auburn","Northwestern","SEC","BigTen"
"18-3",0,"Northwestern","Auburn","BigTen","SEC"
"18-4",0,"Northwestern","Auburn","BigTen","SEC"
"18-5",0,"Northwestern","Auburn","BigTen","SEC"
"18-6",0,"Northwestern","Auburn","BigTen","SEC"
"18-7",0,"Northwestern","Auburn","BigTen","SEC"
"18-8",0,"Auburn","Northwestern","SEC","BigTen"
"18-9",0,"Northwestern","Auburn","BigTen","SEC"
"18-11",1,"Auburn","Northwestern","SEC","BigTen"
"18-12",0,"Auburn","Northwestern","SEC","BigTen"
"18-13",1,"Northwestern","Auburn","BigTen","SEC"
"18-15",0,"Auburn","Northwestern","SEC","BigTen"
"18-16",0,"Northwestern","Auburn","BigTen","SEC"
"18-18",0,"Auburn","Northwestern","SEC","BigTen"
"18-19",0,"Auburn","Northwestern","SEC","BigTen"
"18-22",0,"Northwestern","Auburn","BigTen","SEC"
"18-24",0,"Northwestern","Auburn","BigTen","SEC"
"18-25",1,"Auburn","Northwestern","SEC","BigTen"
"18-26",1,"Auburn","Northwestern","SEC","BigTen"
"18-27",0,"Auburn","Northwestern","SEC","BigTen"
"18-28",1,"Northwestern","Auburn","BigTen","SEC"
"18-29",1,"Auburn","Northwestern","SEC","BigTen"
"18-32",0,"Northwestern","Auburn","BigTen","SEC"
"18-33",0,"Northwestern","Auburn","BigTen","SEC"
"18-34",0,"Northwestern","Auburn","BigTen","SEC"
"18-35",1,"Northwestern","Auburn","BigTen","SEC"
"18-36",0,"Northwestern","Auburn","BigTen","SEC"
"18-37",0,"Auburn","Northwestern","SEC","BigTen"
"18-39",0,"Auburn","Northwestern","SEC","BigTen"
"18-44",0,"Auburn","Northwestern","SEC","BigTen"
"18-45",0,"Auburn","Northwestern","SEC","BigTen"
"18-47",0,"Auburn","Northwestern","SEC","BigTen"
"18-48",1,"Northwestern","Auburn","BigTen","SEC"
"18-49",0,"Northwestern","Auburn","BigTen","SEC"
"18-51",0,"Auburn","Northwestern","SEC","BigTen"
"18-52",0,"Northwestern","Auburn","BigTen","SEC"
"18-53",0,"Auburn","Northwestern","SEC","BigTen"
"18-54",0,"Northwestern","Auburn","BigTen","SEC"
"18-57",0,"Auburn","Northwestern","SEC","BigTen"
"18-59",1,"Northwestern","Auburn","BigTen","SEC"
"18-61",1,"Northwestern","Auburn","BigTen","SEC"
"18-62",0,"Northwestern","Auburn","BigTen","SEC"
"18-65",0,"Northwestern","Auburn","BigTen","SEC"
"19-2",0,"UNLV","Minnesota","MWC","BigTen"
"19-3",0,"Minnesota","UNLV","BigTen","MWC"
"19-4",0,"UNLV","Minnesota","MWC","BigTen"
"19-5",0,"Minnesota","UNLV","BigTen","MWC"
"19-6",0,"Minnesota","UNLV","BigTen","MWC"
"19-8",0,"Minnesota","UNLV","BigTen","MWC"
"19-9",0,"UNLV","Minnesota","MWC","BigTen"
"19-10",0,"Minnesota","UNLV","BigTen","MWC"
"19-11",0,"UNLV","Minnesota","MWC","BigTen"
"19-13",0,"Minnesota","UNLV","BigTen","MWC"
"19-14",0,"UNLV","Minnesota","MWC","BigTen"
"19-15",1,"Minnesota","UNLV","BigTen","MWC"
"19-16",1,"UNLV","Minnesota","MWC","BigTen"
"19-17",0,"UNLV","Minnesota","MWC","BigTen"
"19-18",0,"UNLV","Minnesota","MWC","BigTen"
"19-19",0,"UNLV","Minnesota","MWC","BigTen"
"19-21",0,"UNLV","Minnesota","MWC","BigTen"
"19-22",1,"Minnesota","UNLV","BigTen","MWC"
"19-23",1,"UNLV","Minnesota","MWC","BigTen"
"19-25",0,"Minnesota","UNLV","BigTen","MWC"
"19-26",1,"UNLV","Minnesota","MWC","BigTen"
"19-28",0,"UNLV","Minnesota","MWC","BigTen"
"19-29",1,"Minnesota","UNLV","BigTen","MWC"
"19-30",0,"Minnesota","UNLV","BigTen","MWC"
"19-31",1,"Minnesota","UNLV","BigTen","MWC"
"19-32",1,"Minnesota","UNLV","BigTen","MWC"
"19-34",0,"UNLV","Minnesota","MWC","BigTen"
"19-35",0,"UNLV","Minnesota","MWC","BigTen"
"19-36",0,"Minnesota","UNLV","BigTen","MWC"
"19-37",0,"UNLV","Minnesota","MWC","BigTen"
"19-38",1,"Minnesota","UNLV","BigTen","MWC"
"19-39",0,"Minnesota","UNLV","BigTen","MWC"
"19-40",0,"UNLV","Minnesota","MWC","BigTen"
"19-41",0,"Minnesota","UNLV","BigTen","MWC"
"19-42",1,"Minnesota","UNLV","BigTen","MWC"
"19-43",1,"UNLV","Minnesota","MWC","BigTen"
"19-45",0,"Minnesota","UNLV","BigTen","MWC"
"19-46",0,"UNLV","Minnesota","MWC","BigTen"
"19-48",0,"Minnesota","UNLV","BigTen","MWC"
"19-49",0,"Minnesota","UNLV","BigTen","MWC"
"19-50",1,"UNLV","Minnesota","MWC","BigTen"
"19-54",0,"UNLV","Minnesota","MWC","BigTen"
"19-55",1,"UNLV","Minnesota","MWC","BigTen"
"19-57",0,"Minnesota","UNLV","BigTen","MWC"
"19-58",1,"UNLV","Minnesota","MWC","BigTen"
"19-59",0,"Minnesota","UNLV","BigTen","MWC"
"19-60",1,"Minnesota","UNLV","BigTen","MWC"
"19-63",0,"UNLV","Minnesota","MWC","BigTen"
"19-65",1,"Minnesota","UNLV","BigTen","MWC"
"19-66",0,"Minnesota","UNLV","BigTen","MWC"
"19-67",0,"UNLV","Minnesota","MWC","BigTen"
"19-68",1,"UNLV","Minnesota","MWC","BigTen"
"19-69",0,"UNLV","Minnesota","MWC","BigTen"
"20-1",0,"Florida","Xavier","SEC","BigEast"
"20-2",0,"Xavier","Florida","BigEast","SEC"
"20-3",1,"Xavier","Florida","BigEast","SEC"
"20-4",0,"Florida","Xavier","SEC","BigEast"
"20-5",0,"Florida","Xavier","SEC","BigEast"
"20-6",0,"Xavier","Florida","BigEast","SEC"
"20-7",0,"Florida","Xavier","SEC","BigEast"
"20-8",0,"Florida","Xavier","SEC","BigEast"
"20-9",1,"Florida","Xavier","SEC","BigEast"
"20-10",0,"Xavier","Florida","BigEast","SEC"
"20-11",0,"Florida","Xavier","SEC","BigEast"
"20-12",0,"Xavier","Florida","BigEast","SEC"
"20-13",1,"Florida","Xavier","SEC","BigEast"
"20-16",0,"Florida","Xavier","SEC","BigEast"
"20-18",0,"Florida","Xavier","SEC","BigEast"
"20-19",0,"Xavier","Florida","BigEast","SEC"
"20-20",1,"Florida","Xavier","SEC","BigEast"
"20-21",1,"Florida","Xavier","SEC","BigEast"
"20-22",0,"Xavier","Florida","BigEast","SEC"
"20-24",0,"Florida","Xavier","SEC","BigEast"
"20-26",0,"Florida","Xavier","SEC","BigEast"
"20-27",0,"Florida","Xavier","SEC","BigEast"
"20-31",1,"Xavier","Florida","BigEast","SEC"
"20-33",0,"Florida","Xavier","SEC","BigEast"
"20-34",0,"Xavier","Florida","BigEast","SEC"
"20-35",0,"Florida","Xavier","SEC","BigEast"
"20-36",0,"Florida","Xavier","SEC","BigEast"
"20-37",0,"Florida","Xavier","SEC","BigEast"
"20-39",0,"Florida","Xavier","SEC","BigEast"
"20-40",0,"Florida","Xavier","SEC","BigEast"
"20-41",1,"Xavier","Florida","BigEast","SEC"
"20-43",1,"Florida","Xavier","SEC","BigEast"
"20-45",0,"Xavier","Florida","BigEast","SEC"
"20-46",0,"Florida","Xavier","SEC","BigEast"
"20-47",0,"Florida","Xavier","SEC","BigEast"
"20-50",0,"Xavier","Florida","BigEast","SEC"
"20-51",0,"Xavier","Florida","BigEast","SEC"
"20-52",0,"Florida","Xavier","SEC","BigEast"
"20-53",0,"Florida","Xavier","SEC","BigEast"
"20-54",1,"Xavier","Florida","BigEast","SEC"
"20-55",0,"Florida","Xavier","SEC","BigEast"
"20-56",0,"Florida","Xavier","SEC","BigEast"
"20-57",0,"Xavier","Florida","BigEast","SEC"
"20-58",0,"Florida","Xavier","SEC","BigEast"
"20-59",0,"Florida","Xavier","SEC","BigEast"
"20-62",1,"Florida","Xavier","SEC","BigEast"
"20-63",1,"Florida","Xavier","SEC","BigEast"
"20-64",1,"Florida","Xavier","SEC","BigEast"
"21-1",0,"Michigan","Virginia","BigTen","ACC"
"21-3",0,"Michigan","Virginia","BigTen","ACC"
"21-4",0,"Michigan","Virginia","BigTen","ACC"
"21-5",0,"Michigan","Virginia","BigTen","ACC"
"21-7",0,"Virginia","Michigan","ACC","BigTen"
"21-8",0,"Virginia","Michigan","ACC","BigTen"
"21-9",0,"Michigan","Virginia","BigTen","ACC"
"21-10",0,"Virginia","Michigan","ACC","BigTen"
"21-11",1,"Michigan","Virginia","BigTen","ACC"
"21-14",0,"Virginia","Michigan","ACC","BigTen"
"21-15",0,"Virginia","Michigan","ACC","BigTen"
"21-16",1,"Michigan","Virginia","BigTen","ACC"
"21-19",0,"Michigan","Virginia","BigTen","ACC"
"21-20",0,"Michigan","Virginia","BigTen","ACC"
"21-21",0,"Virginia","Michigan","ACC","BigTen"
"21-22",1,"Michigan","Virginia","BigTen","ACC"
"21-23",0,"Virginia","Michigan","ACC","BigTen"
"21-26",0,"Michigan","Virginia","BigTen","ACC"
"21-27",0,"Michigan","Virginia","BigTen","ACC"
"21-28",1,"Virginia","Michigan","ACC","BigTen"
"21-29",1,"Michigan","Virginia","BigTen","ACC"
"21-30",0,"Virginia","Michigan","ACC","BigTen"
"21-31",0,"Virginia","Michigan","ACC","BigTen"
"21-32",0,"Virginia","Michigan","ACC","BigTen"
"21-34",1,"Virginia","Michigan","ACC","BigTen"
"21-35",1,"Virginia","Michigan","ACC","BigTen"
"21-37",0,"Michigan","Virginia","BigTen","ACC"
"21-39",0,"Virginia","Michigan","ACC","BigTen"
"21-40",1,"Michigan","Virginia","BigTen","ACC"
"21-45",0,"Michigan","Virginia","BigTen","ACC"
"22-1",0,"Ohio St.","Duke","BigTen","ACC"
"22-2",0,"Duke","Ohio St.","ACC","BigTen"
"22-3",0,"Duke","Ohio St.","ACC","BigTen"
"22-5",1,"Duke","Ohio St.","ACC","BigTen"
"22-6",1,"Duke","Ohio St.","ACC","BigTen"
"22-8",1,"Duke","Ohio St.","ACC","BigTen"
"22-9",0,"Duke","Ohio St.","ACC","BigTen"
"22-10",0,"Ohio St.","Duke","BigTen","ACC"
"22-12",1,"Ohio St.","Duke","BigTen","ACC"
"22-13",0,"Ohio St.","Duke","BigTen","ACC"
"22-14",0,"Duke","Ohio St.","ACC","BigTen"
"22-15",1,"Duke","Ohio St.","ACC","BigTen"
"22-16",1,"Duke","Ohio St.","ACC","BigTen"
"22-18",0,"Duke","Ohio St.","ACC","BigTen"
"22-19",0,"Duke","Ohio St.","ACC","BigTen"
"22-20",0,"Ohio St.","Duke","BigTen","ACC"
"22-21",0,"Duke","Ohio St.","ACC","BigTen"
"22-22",1,"Duke","Ohio St.","ACC","BigTen"
"22-24",1,"Ohio St.","Duke","BigTen","ACC"
"22-25",0,"Ohio St.","Duke","BigTen","ACC"
"22-26",0,"Duke","Ohio St.","ACC","BigTen"
"22-28",1,"Ohio St.","Duke","BigTen","ACC"
"22-29",1,"Duke","Ohio St.","ACC","BigTen"
"22-30",0,"Ohio St.","Duke","BigTen","ACC"
"22-31",0,"Duke","Ohio St.","ACC","BigTen"
"22-32",1,"Ohio St.","Duke","BigTen","ACC"
"22-33",1,"Duke","Ohio St.","ACC","BigTen"
"22-35",0,"Duke","Ohio St.","ACC","BigTen"
"22-37",0,"Ohio St.","Duke","BigTen","ACC"
"22-38",0,"Ohio St.","Duke","BigTen","ACC"
"22-39",0,"Duke","Ohio St.","ACC","BigTen"
"22-40",0,"Duke","Ohio St.","ACC","BigTen"
"22-41",0,"Ohio St.","Duke","BigTen","ACC"
"22-42",0,"Duke","Ohio St.","ACC","BigTen"
"22-43",0,"Duke","Ohio St.","ACC","BigTen"
"22-44",0,"Ohio St.","Duke","BigTen","ACC"
"22-45",1,"Ohio St.","Duke","BigTen","ACC"
"22-47",0,"Ohio St.","Duke","BigTen","ACC"
"22-48",0,"Duke","Ohio St.","ACC","BigTen"
"22-53",1,"Duke","Ohio St.","ACC","BigTen"
"22-55",0,"Ohio St.","Duke","BigTen","ACC"
"22-56",0,"Ohio St.","Duke","BigTen","ACC"
"23-1",1,"North Carolina","Indiana","ACC","BigTen"
"23-2",1,"North Carolina","Indiana","ACC","BigTen"
"23-3",0,"North Carolina","Indiana","ACC","BigTen"
"23-4",0,"Indiana","North Carolina","BigTen","ACC"
"23-6",0,"North Carolina","Indiana","ACC","BigTen"
"23-7",1,"North Carolina","Indiana","ACC","BigTen"
"23-8",0,"Indiana","North Carolina","BigTen","ACC"
"23-9",0,"North Carolina","Indiana","ACC","BigTen"
"23-10",0,"North Carolina","Indiana","ACC","BigTen"
"23-11",1,"North Carolina","Indiana","ACC","BigTen"
"23-13",0,"Indiana","North Carolina","BigTen","ACC"
"23-15",0,"North Carolina","Indiana","ACC","BigTen"
"23-17",0,"Indiana","North Carolina","BigTen","ACC"
"23-18",0,"Indiana","North Carolina","BigTen","ACC"
"23-19",1,"Indiana","North Carolina","BigTen","ACC"
"23-20",0,"North Carolina","Indiana","ACC","BigTen"
